osm_display_name,osm_original_name,osm_operator,match_type,match_source,match_util,matched_name,dist_km,osm_lat,osm_lon,osm_id,osm_type
Sycamore Creek Substation,Sycamore Creek Substation,Pacific Gas and Electric Company,name,IOU,pge,SYCAMORE CREEK,,39.7686966,-121.8241031,132230747,way
Taraval Substation,Taraval Substation,Pacific Gas and Electric Company,name,IOU,pge,TARAVAL,,37.7420329,-122.4933572,19772624,relation
Tassajara Substation,Tassajara Substation,Pacific Gas and Electric Company,name,IOU,pge,TASSAJARA,,37.8000395,-121.9076359,66376509,way
Templeton,Templeton,Pacific Gas and Electric Company,name,IOU,pge,TEMPLETON,,35.5550486,-120.680366,93420666,way
Tracy Substation,Tracy Substation,Western Area Power Administration,name,IOU,pge,TRACY,,37.7979179,-121.5807052,24049455,way
Tracy Substation,Tracy Substation,Pacific Gas and Electric Company,name,IOU,pge,TRACY,,37.7488257,-121.4159518,613571074,way
Trimble Substation,Trimble Substation,Pacific Gas and Electric Company,name,IOU,pge,TRIMBLE,,37.3819522,-121.9271433,120353461,way
Tulucay Substation,Tulucay Substation,Pacific Gas and Electric Company,name,IOU,pge,TULUCAY,,38.2478308,-122.2679071,33292212,way
Vaca Dixon Substation,Vaca Dixon Substation,Pacific Gas and Electric Company,name,IOU,pge,VACA DIXON,,38.4034895,-121.9202262,12204895,relation
Vacaville Substation,Vacaville Substation,Pacific Gas and Electric Company,name,IOU,pge,VACAVILLE,,38.3564548,-121.9806245,59271566,way
Valley Home Substation,Valley Home Substation,Pacific Gas and Electric Company,name,IOU,pge,VALLEY HOME,,37.8563362,-120.9442136,152340796,way
Valley View Substation,Valley View Substation,NV Energy,name,IOU,pge,VALLEY VIEW,,36.1150212,-115.1894835,136372566,way
Valley View Substation,Valley View Substation,Pacific Gas and Electric Company,name,IOU,pge,VALLEY VIEW,,37.9660418,-122.2787115,608001029,way
Vasona Substation,Vasona Substation,Pacific Gas and Electric Company,name,IOU,pge,VASONA,,37.2538677,-121.9662167,114958126,way
Vierra Substation,Vierra Substation,Pacific Gas and Electric Company,name,IOU,pge,VIERRA,,37.7978669,-121.2741906,1024994836,way
Vineyard Substation,Vineyard Substation,Pacific Gas and Electric Company,name,IOU,pge,VINEYARD,,37.6697116,-121.8544544,66413933,way
Waldo Substation,Waldo Substation,Pacific Gas and Electric Company,name,IOU,pge,WALDO,,37.9094186,-122.3068847,1079363196,way
Walnut Creek Substation,Walnut Creek Substation,Pacific Gas and Electric Company,name,IOU,pge,WALNUT CREEK,,37.9047609,-122.0609909,681536623,way
Wasco Substation,Wasco Substation,Pacific Gas and Electric Company,name,IOU,pge,WASCO,,35.6019402,-119.3261876,175370658,way
Watershed Substation,Watershed Substation,,name,IOU,pge,WATERSHED,,37.4872473,-122.3111819,106137706,way
West Sacramento Substation,West Sacramento Substation,Pacific Gas and Electric Company,name,IOU,pge,WEST SACRAMENTO,,38.5894875,-121.5449731,199461285,way
Westley Substation,Westley Substation,Modesto Irrigation District;Turlock Irrigation District,name,IOU,pge,WESTLEY,,37.5160275,-121.2307996,32707508,way
Wheatland Substation,Wheatland Substation,Pacific Gas and Electric Company,name,IOU,pge,WHEATLAND,0.043,39.0129723,-121.418513,1302573502,way
Wheeler Ridge Substation,Wheeler Ridge Substation,Pacific Gas and Electric Company,name,IOU,pge,WHEELER RIDGE,,35.0890917,-118.975825,253747134,way
Willow Pass Substation,Willow Pass Substation,Pacific Gas and Electric Company,name,IOU,pge,WILLOW PASS,,38.0246497,-121.961193,1365274618,way
Wilson Substation,Wilson Substation,Pacific Gas and Electric Company,name,IOU,pge,WILSON,,37.2925967,-120.4075244,79176953,way
Winters,Winters,Pacific Gas and Electric Company,name,IOU,pge,WINTERS,,38.517593,-121.9511473,1208688071,way
Wolfe Substation,Wolfe Substation,Pacific Gas and Electric Company,name,IOU,pge,WOLFE,,37.3344053,-122.0205664,116534901,way
Wood Substation,Wood Substation,Pacific Gas and Electric Company,name,IOU,pge,WOOD,,37.8264986,-122.216434,10895335660,node
Woodland Substation,Woodland Substation,Pacific Gas and Electric Company,name,IOU,pge,WOODLAND,,38.6784701,-121.7600433,36730100,way
Woodside Substation,Woodside Substation,Pacific Gas and Electric Company,name,IOU,pge,WOODSIDE,,37.4370572,-122.2421566,27878203,way
Woodward Substation,Woodward Substation,Pacific Gas and Electric,name,IOU,pge,WOODWARD,,36.8962778,-119.751018,179415242,way
Wyandotte Substation,Wyandotte Substation,Pacific Gas and Electric Company,name,IOU,pge,WYANDOTTE,,39.4915666,-121.5409382,151116308,way
Zamora Substation,Zamora Substation,Pacific Gas and Electric Company,name,IOU,pge,ZAMORA,,38.7755142,-121.8581049,480794378,way
Amador Substation,Amador Substation,Southern California Edison,name,IOU,sce,Amador,,34.071417,-118.0265234,389263288,way
Anita Substation,Anita Substation,Southern California Edison,name,IOU,sce,Anita,0.068,34.1056769,-118.0385144,391279139,way
Arcadia Substation,Arcadia Substation,Southern California Edison,name,IOU,sce,Arcadia,,34.1439656,-118.0258066,391279140,way
Archibald Substation,Archibald Substation,Southern California Edison,name,IOU,sce,Archibald,,33.9977778,-117.5927224,395457789,way
Baker Substation,Baker Substation,Southern California Edison,name,IOU,sce,Baker,,35.2788987,-116.0744455,80105953,way
Bandini,Bandini,Southern California Edison,name,IOU,sce,Bandini,,33.9994777,-118.1709273,169674599,way
Barre Substation,Barre Substation,Southern California Edison,name,IOU,sce,Barre,,33.808726,-117.9827195,65596865,way
Beverly Substation,Beverly Substation,Southern California Edison,name,IOU,sce,Beverly,,34.0731087,-118.3973768,31503319,way
Bliss Substation,Bliss Substation,Southern California Edison,name,IOU,sce,Bliss,,36.1669553,-119.2068475,1164927154,way
Bolsa Substation,Bolsa Substation,Southern California Edison,name,IOU,sce,Bolsa,,33.7306095,-118.0333526,391757388,way
Borrego Substation,Borrego Substation,Southern California Edison,name,IOU,sce,Borrego,0.022,33.5976509,-117.7490005,30045395,way
Bovine Substation,Bovine Substation,Southern California Edison,name,IOU,sce,Bovine,,33.8507297,-118.0641095,389163905,way
Brighton Substation,Brighton Substation,Pacific Gas and Electric Company,name,IOU,sce,Brighton,,38.5482365,-121.4077518,32217118,way
Brighton Substation,Brighton Substation,Southern California Edison,name,IOU,sce,Brighton,,33.9024861,-118.3119293,393117862,way
Broadway Substation,Broadway Substation,,name,IOU,sce,Broadway,,33.766976,-118.1518894,477585764,way
Bryan Substation,Bryan Substation,Southern California Edison,name,IOU,sce,Bryan,,33.7345423,-117.8023175,66983703,way
Bullis Substation,Bullis Substation,Southern California Edison,name,IOU,sce,Bullis,,33.9001147,-118.206098,384405435,way
Cabrillo Substation,Cabrillo Substation,Southern California Edison,name,IOU,sce,Cabrillo,0.015,33.6718006,-117.8475997,61878181,way
Calectric Substation,Calectric Substation,,name,IOU,sce,Calectric,,34.0934496,-117.3171981,181492758,way
Camarillo Substation,Camarillo Substation,Southern California Edison,name,IOU,sce,Camarillo,,34.2207053,-119.0085188,647620531,way
Camden Substation,Camden Substation,Southern California Edison,name,IOU,sce,Camden,0.044,33.7131376,-117.8836985,384046583,way
Cardiff Substation,Cardiff Substation,Southern California Edison,name,IOU,sce,Cardiff,,34.1021892,-117.2778643,62206934,way
Casitas Substation,Casitas Substation,Southern California Edison,name,IOU,sce,Casitas,,34.3625169,-119.3092764,168216632,way
Center Substation,Center Substation,Southern California Edison,name,IOU,sce,Center,,33.9288306,-118.1057084,66158393,way
Channel Island Substation,Channel Island Substation,Southern California Edison,name,IOU,sce,Channel Island,,34.1817713,-119.2221444,43911451,way
Chatham Substation,Chatham Substation,Southern California Edison,name,IOU,sce,Chatham,,36.4146125,-119.2967048,1040353714,way
Chatsworth Substation,Chatsworth Substation,,name,IOU,sce,Chatsworth,,34.2368091,-118.702963,644411857,way
Chestnut Substation,Chestnut Substation,Southern California Edison,name,IOU,sce,Chestnut,,33.7331976,-117.8498738,61960833,way
Chino Substation,Chino Substation,Southern California Edison,name,IOU,sce,Chino,,33.998587,-117.6785183,33605206,way
Chiquita Substation,Chiquita Substation,Southern California Edison,name,IOU,sce,Chiquita,,33.6296313,-117.6317921,60118533,way
Cima Substation,Cima Substation,,name,IOU,sce,Cima,,35.2522438,-115.5155803,61417688,way
Citrus Substation,Citrus Substation,Southern California Edison,name,IOU,sce,Citrus,,34.1190343,-117.8720979,86198913,way
Coffee Substation,Coffee Substation,,name,IOU,sce,Coffee,,33.9325988,-116.5051681,329549577,way
Colonia Substation,Colonia Substation,Southern California Edison,name,IOU,sce,Colonia,,34.2046804,-119.0964405,647620530,way
Colorado Substation,Colorado Substation,,name,IOU,sce,Colorado,,34.0256002,-118.472212,309822803,way
Compton Substation,Compton Substation,Southern California Edison,name,IOU,sce,Compton,,33.8974149,-118.2247622,351905168,way
Cornuta Substation,Cornuta Substation,Southern California Edison,name,IOU,sce,Cornuta,,33.8837969,-118.1203843,391645214,way
Corona Substation,Corona Substation,Southern California Edison,name,IOU,sce,Corona,0.039,33.8842845,-117.5717159,283838367,way
Cortez Substation,Cortez Substation,Southern California Edison,name,IOU,sce,Cortez,,34.092515,-117.8796902,384972419,way
Crest Substation,Crest Substation,,name,IOU,sce,Crest,,33.7669022,-118.373161,389396026,way
Crown Substation,Crown Substation,Southern California Edison,name,IOU,sce,Crown,,33.6081674,-117.8651711,41939674,way
Cudahy Substation,Cudahy Substation,Southern California Edison,name,IOU,sce,Cudahy,,33.9635592,-118.1942818,383669451,way
Declez Substation,Declez Substation,Southern California Edison,name,IOU,sce,Declez,,34.0779082,-117.4881665,1221495142,way
Del Amo Substation,Del Amo Substation,Southern California Edison,name,IOU,sce,Del Amo,,33.8481378,-118.0974269,32223005,way
Devers Substation,Devers Substation,Southern California Edison,name,IOU,sce,Devers,,33.9379937,-116.5766239,61430467,way
Ditmar Substation,Ditmar Substation,Southern California Edison,name,IOU,sce,Ditmar,,33.8722945,-118.3780887,391620399,way
Eagle Mountain Substation,Eagle Mountain Substation,,name,IOU,sce,Eagle Mountain,,33.8104972,-115.4527258,12202188,relation
Eaton Substation,Eaton Substation,Southern California Edison,name,IOU,sce,Eaton,,34.162218,-118.0857912,169880227,way
Edinger Substation,Edinger Substation,Southern California Edison,name,IOU,sce,Edinger,,33.7268884,-117.8685656,1296517473,way
Eisenhower Substation,Eisenhower Substation,Southern California Edison,name,IOU,sce,Eisenhower,,33.8078794,-116.4939911,366759222,way
El Sobrante Substation,El Sobrante Substation,Southern California Edison,name,IOU,sce,El Sobrante,,33.8587402,-117.4407298,1151662292,way
Ellis Substation,Ellis Substation,Southern California Edison,name,IOU,sce,Ellis,,33.6852045,-117.9431126,62333225,way
Estero Substation,Estero Substation,Southern California Edison,name,IOU,sce,Estero,,34.1460247,-119.0956569,647620537,way
Estrella Substation,Estrella Substation,Southern California Edison,name,IOU,sce,Estrella,,33.6875019,-117.8285735,61961946,way
Fair Oaks Substation,Fair Oaks Substation,,name,IOU,sce,Fair Oaks,,37.3971817,-122.010252,38084005,way
Fairview Substation,Fairview Substation,Southern California Edison,name,IOU,sce,Fairview,0.065,33.6936306,-117.8675028,1149027270,way
Falcon Ridge Substation,Falcon Ridge Substation,Southern California Edison,name,IOU,sce,Falcon Ridge,,34.155542,-117.4325252,977743635,way
Farrell Substation,Farrell Substation,,name,IOU,sce,Farrell,,33.8461224,-116.505149,1284460715,way
Felton Substation,Felton Substation,Southern California Edison,name,IOU,sce,Felton,,33.9157911,-118.3620562,390473088,way
Fernwood Substation,Fernwood Substation,Southern California Edison,name,IOU,sce,Fernwood,,33.9282691,-118.2154348,384405441,way
Firehouse Substation,Firehouse Substation,Southern California Edison,name,IOU,sce,Firehouse,,34.0418564,-117.6234511,396930432,way
Floraday,Floraday,,name,IOU,sce,Floraday,,33.935521,-118.0943125,1492309642,way
Francis Substation,Francis Substation,Southern California Edison,name,IOU,sce,Francis,,34.0415943,-117.7233712,391929872,way
Fremont Substation,Fremont Substation,Southern California Edison,name,IOU,sce,Fremont,0.022,33.8945868,-118.2644665,393346754,way
Fremont Substation,Fremont Substation,Southern California Edison,name,IOU,sce,Fremont,29.287,34.1580226,-118.267115,722835502,way
Fruitland Substation,Fruitland Substation,Southern California Edison,name,IOU,sce,Fruitland,0.015,33.9960016,-118.2266831,383664684,way
Fullerton Substation,Fullerton Substation,Southern California Edison,name,IOU,sce,Fullerton,,33.8681007,-117.9212938,236659648,way
Gallatin Substation,Gallatin Substation,Southern California Edison,name,IOU,sce,Gallatin,,33.961513,-118.1114113,383740664,way
Garnet Substation,Garnet Substation,,name,IOU,sce,Garnet,,33.9010413,-116.5440926,99625445,way
Gisler Substation,Gisler Substation,Southern California Edison,name,IOU,sce,Gisler,,33.6873024,-117.9128855,78488984,way
Goleta Substation,Goleta Substation,Southern California Edison,name,IOU,sce,Goleta,,34.4686423,-119.8843266,133585863,way
Gonzales Substation,Gonzales Substation,Southern California Edison,name,IOU,sce,Gonzales,0.014,34.2261528,-119.1758689,647620546,way
Gorman Substation,Gorman Substation,,name,IOU,sce,Gorman,,34.7904804,-118.827152,63908845,way
Goshen Substation,Goshen Substation,Southern California Edison,name,IOU,sce,Goshen,,36.3267733,-119.4390715,916400626,way
Gould Substation,Gould Substation,Southern California Edison,name,IOU,sce,Gould,,34.2214825,-118.1871012,31173635,way
Hanford Substation,Hanford Substation,Southern California Edison,name,IOU,sce,Hanford,,36.3235784,-119.6488609,14217235,relation
Haskell Substation,Haskell Substation,Southern California Edison,name,IOU,sce,Haskell,,34.4386277,-118.5152155,770782288,way
Hathaway Substation,Hathaway Substation,Southern California Edison,name,IOU,sce,Hathaway,,33.7910335,-118.1421024,134636655,way
Hemet Substation,Hemet Substation,Southern California Edison,name,IOU,sce,Hemet,,33.7468698,-116.9757077,917508444,way
Hi Desert substation,Hi Desert substation,Southern California Edison,name,IOU,sce,Hi Desert,,34.1361743,-116.1802469,1160790993,way
Highland Substation,Highland Substation,,name,IOU,sce,Highland,,36.1429035,-115.1675068,150402955,way
Holiday Substation,Holiday Substation,,name,IOU,sce,Holiday,,33.8455754,-116.5459235,332728420,way
Hoyt Substation,Hoyt Substation,Southern California Edison,name,IOU,sce,Hoyt,,34.0521514,-118.0488591,389263289,way
Indian Wells Substation,Indian Wells Substation,,name,IOU,sce,Indian Wells,,33.7294799,-116.3464508,426408949,way
Industry Substation,Industry Substation,Southern California Edison,name,IOU,sce,Industry,,34.0505447,-117.990823,384972420,way
Inglewood Substation,Inglewood Substation,Southern California Edison,name,IOU,sce,Inglewood,,33.9656369,-118.3580466,390473089,way
Inyokern Substation,Inyokern Substation,,name,IOU,sce,Inyokern,,35.6526475,-117.7958919,164758876,way
Irvine Substation,Irvine Substation,Southern California Edison,name,IOU,sce,Irvine,,33.6830442,-117.7422782,66983705,way
Jefferson Substation,Jefferson Substation,Pacific Gas and Electric Company,name,IOU,sce,Jefferson,,37.4571123,-122.2861374,27672789,way
Jefferson Substation,Jefferson Substation,Southern California Edison,name,IOU,sce,Jefferson,,33.857814,-117.58835,104907571,way
Johanna Substation,Johanna Substation,Southern California Edison,name,IOU,sce,Johanna,,33.7132628,-117.8526051,61961948,way
Junction Substation,Junction Substation,Southern California Edison,name,IOU,sce,Junction,,36.3054107,-116.4146023,170816722,way
Kramer Substation,Kramer Substation,Southern California Edison,name,IOU,sce,Kramer,,34.9896952,-117.5421983,141726016,way
La Canada Substation,La Canada Substation,,name,IOU,sce,La Canada,,34.2051762,-118.2105809,31779344,way
La Fresa Substation,La Fresa Substation,,name,IOU,sce,La Fresa,,33.8688713,-118.3329363,74839063,way
La Veta Substation,La Veta Substation,Southern California Edison,name,IOU,sce,La Veta,,33.7667557,-117.8521372,383837313,way
Lafayette Substation,Lafayette Substation,Southern California Edison,name,IOU,sce,Lafayette,,33.6352866,-117.9356791,391711000,way
Laguna Bell Substation,Laguna Bell Substation,Southern California Edison,name,IOU,sce,Laguna Bell,,33.975758,-118.1478598,78797580,way
Lark Ellen Substation,Lark Ellen Substation,Southern California Edison,name,IOU,sce,Lark Ellen,,34.0870799,-117.9265034,393844013,way
Las Lomas Substation,Las Lomas Substation,Southern California Edison,name,IOU,sce,Las Lomas,,33.7183836,-117.7385539,344610837,way
Laurel Substation,Laurel Substation,Southern California Edison,name,IOU,sce,Laurel,,36.2397372,-119.4753163,1163383415,way
Lawndale Substation,Lawndale Substation,Southern California Edison,name,IOU,sce,Lawndale,0.027,33.8949224,-118.3578992,390473090,way
Lemon Cove Substation,Lemon Cove Substation,Southern California Edison,name,IOU,sce,Lemon Cove,,36.3867368,-119.0263549,1060166266,way
Levy Substation,Levy Substation,Southern California Edison,name,IOU,sce,Levy,,34.1738042,-119.1567982,647620539,way
Liberty Substation,Liberty Substation,Southern California Edison,name,IOU,sce,Liberty,,36.2829726,-119.3320361,1057780465,way
Lighthipe Substation,Lighthipe Substation,Southern California Edison,name,IOU,sce,Lighthipe,,33.8802903,-118.1751865,66157642,way
Limestone Substation,Limestone Substation,Southern California Edison,name,IOU,sce,Limestone,,33.6502255,-117.6886543,59585249,way
Linden,Linden,Southern California Edison,name,IOU,sce,Linden,0.006,33.8591337,-118.1856815,1485094997,way
Lindsay Substation,Lindsay Substation,Southern California Edison,name,IOU,sce,Lindsay,,36.2043193,-119.0920145,1164927155,way
Live Oak Substation,Live Oak Substation,Southern California Edison,name,IOU,sce,Live Oak,0.085,34.121121,-117.7319349,86292411,way
Lynwood Substation,Lynwood Substation,Southern California Edison,name,IOU,sce,Lynwood,,33.927136,-118.2127679,384405447,way
MacArthur Substation,MacArthur Substation,Southern California Edison,name,IOU,sce,Macarthur,,33.6385671,-117.8660306,384189534,way
Malibu Substation,Malibu Substation,Southern California Edison,name,IOU,sce,Malibu,,34.1474957,-118.7614511,167413795,way
Marine Substation,Marine Substation,,name,IOU,sce,Marine,,34.006908,-118.4656484,392312025,way
Marion Substation,Marion Substation,Southern California Edison,name,IOU,sce,Marion,,33.8176548,-118.0272289,389163911,way
Marymount Substation,Marymount Substation,,name,IOU,sce,Marymount,,33.7470529,-118.3889046,389396033,way
Mascot Substation,Mascot Substation,Southern California Edison,name,IOU,sce,Mascot,,36.3419044,-119.5928919,1066716356,way
