sap_substation_name,lcr_area,city_served,division,owner,n_city_rows,match_type,match_score,pge_name,pge_norm_name,pge_voltage_kv,pge_lat,pge_lon
PHILO SUB,North Coast/North Bay,Philo,NORTH COAST,PGE,1,exact,100.0,PHILO,PHILO,12.0,39.06446920578099,-123.43729611086648
PIERCY SUB,Greater Bay Area,San Jose,SAN JOSE,PGE,1,exact,100.0,PIERCY,PIERCY,21.0,37.27020479293485,-121.78738454597324
PIKE CITY SUB,Sierra,Camptonville,SIERRA,PGE,1,exact,100.0,PIKE CITY,PIKE CITY,12.0,39.43821522456168,-120.9959439071993
PINEDALE SUB,Greater Fresno,Clovis; Fresno,FRESNO,PGE,2,exact,100.0,PINEDALE,PINEDALE,21.0,36.85007067841538,-119.8034557830923
PIPER BANK SUB,Greater Bay Area,Bethel Island,DIABLO,nonPGE,1,unmatched,0.0,,,,,
PITTSBURG PP SUB,Greater Bay Area,Pittsburg,DIABLO,nonPGE,1,fuzzy,85.71428571428572,PITTSBURG,PITTSBURG,4.16,38.03070653596985,-121.8692592247712
PITTSBURG SUB,Greater Bay Area,Pittsburg,DIABLO,PGE,1,exact,100.0,PITTSBURG,PITTSBURG,4.16,38.03070653596985,-121.8692592247712
PLACER COUNTY SUB,Sierra,Forest Hill,SIERRA,nonPGE,1,unmatched,0.0,,,,,
PLACER SUB,Sierra,Auburn; North Auburn,SIERRA,PGE,2,exact,100.0,PLACER,PLACER,12.0,38.90151853238145,-121.08791088443655
PLACERVILLE SUB,Sierra,Diamond Springs; Georgetown; Placerville,SIERRA,PGE,3,exact,100.0,PLACERVILLE,PLACERVILLE,12.0,38.730977599017024,-120.78350575501544
PLEASANT GROVE SUB,Sierra,Lincoln; Rocklin; Roseville,SIERRA,PGE,3,exact,100.0,PLEASANT GROVE,PLEASANT GROVE,21.0,38.82203193935343,-121.30628841171048
PLEASANT HILL SUB,Greater Bay Area,Pleasant Hill,DIABLO,PGE,1,unmatched,0.0,,,,,
PLUMAS SUB,Sierra,Olivehurst,SIERRA,PGE,1,exact,100.0,PLUMAS,PLUMAS,21.0,39.0262294520019,-121.54346448414113
PLYMOUTH SUB,Greater Bay Area,Daly City; San Francisco,SAN FRANCISCO,PGE,2,exact,100.0,PLYMOUTH,PLYMOUTH,4.16,37.71258459729903,-122.45577702187045
POE PH,Sierra,Concow,NORTH VALLEY,PGE,1,unmatched,0.0,,,,,
POINT ARENA SUB,North Coast/North Bay,Point Arena,HUMBOLDT,PGE,1,exact,100.0,POINT ARENA,POINT ARENA,12.0,38.912156018548,-123.67866119514616
POINT MORETTI SUB,Greater Bay Area,Davenport,CENTRAL COAST,PGE,1,exact,100.0,POINT MORETTI,POINT MORETTI,12.0,37.03115942213585,-122.1886952521402
POINT PINOLE SUB,Greater Bay Area,Bayview-Montalvin; Pinole; Richmond; San Pablo; Tara Hills,EAST BAY,PGE,5,exact,100.0,POINT PINOLE,POINT PINOLE,12.0,37.995974173346816,-122.34791448274218
PORT COSTA BRICK SUB,Greater Bay Area,Port Costa,DIABLO,nonPGE,1,unmatched,0.0,,,,,
PORTOLA SUB,Greater Bay Area,San Francisco,SAN FRANCISCO,PGE,1,unmatched,0.0,,,,,
POSCO SUB,Greater Bay Area,Pittsburg,DIABLO,nonPGE,1,unmatched,0.0,,,,,
POSO MOUNTAIN SUB,Kern,Kern,KERN,PGE,1,exact,100.0,POSO MOUNTAIN,POSO MOUNTAIN,21.0,35.559202917522015,-118.95782903329666
POTTER VALLEY PH SUB,North Coast/North Bay,Potter Valley,NORTH COAST,PGE,1,unmatched,0.0,,,,,
PRAXAIR SUB,Greater Bay Area,Pittsburg,DIABLO,nonPGE,1,unmatched,0.0,,,,,
PRUNEDALE SUB,Greater Bay Area,Prunedale,CENTRAL COAST,PGE,1,exact,100.0,PRUNEDALE,PRUNEDALE,12.0,36.7848917695957,-121.6710561826014
PUEBLO SUB,North Coast/North Bay,Napa; Yountville,NORTH BAY,PGE,2,exact,100.0,PUEBLO,PUEBLO,12.0,38.34543841547816,-122.299196392614
RACETRACK SUB,Stockton,Columbia; Sonora,YOSEMITE,PGE,2,exact,100.0,RACETRACK,RACETRACK,17.0,37.97990732524795,-120.41350998469224
RADUM SUB,Greater Bay Area,Pleasanton; Sunol,MISSION,PGE,2,exact,100.0,RADUM,RADUM,12.0,37.67228311817145,-121.85958601044506
RAINBOW SUB,Greater Fresno,Sanger,FRESNO,PGE,1,unmatched,0.0,,,,,
RALSTON SUB,Greater Bay Area,Belmont; Highlands-Baywood Park; San Carlos; San Mateo,PENINSULA,PGE,4,exact,100.0,RALSTON,RALSTON,12.0,37.511320391790726,-122.33975670219075
RANCHERS COTTON SUB,Greater Fresno,Fresno,FRESNO,nonPGE,1,exact,100.0,RANCHERS COTTON,RANCHERS COTTON,12.0,36.70069654914869,-119.7539900369112
RANDOLPH SUB,Greater Bay Area,San Francisco,SAN FRANCISCO,PGE,1,exact,100.0,RANDOLPH,RANDOLPH,4.16,37.7145484958375,-122.46933508414892
RAVENSWOOD SUB,Greater Bay Area,Menlo Park,PENINSULA,PGE,1,unmatched,0.0,,,,,
RECLAMATION DIST 1500 (CARNACK) SUB,Sierra,Woodland,SACRAMENTO,PGE,1,unmatched,0.0,,,,,
REDBUD SUB,North Coast/North Bay,Clearlake; Clearlake Oaks,NORTH COAST,PGE,2,exact,100.0,REDBUD,REDBUD,12.0,39.027411633952696,-122.66266510947312
REDWOOD CITY SUB,Greater Bay Area,Atherton; North Fair Oaks; Redwood City,PENINSULA,PGE,3,exact,100.0,REDWOOD CITY,REDWOOD CITY,12.0,37.49079641984113,-122.21284294525265
REEDLEY SUB,Greater Fresno,Dinuba; Orange Cove; Reedley; Squaw Valley,FRESNO,PGE,4,exact,100.0,REEDLEY,REEDLEY,12.0,36.604246761895766,-119.37597494144654
RESEARCH SUB,Greater Bay Area,Danville; San Ramon,DIABLO,PGE,2,exact,100.0,RESEARCH,RESEARCH,21.0,37.7823591848183,-121.96730288036213
RESERVATION ROAD SUB,Greater Bay Area,Salinas,CENTRAL COAST,PGE,1,exact,100.0,RESERVATION ROAD,RESERVATION ROAD,12.0,36.62420269765867,-121.68862755200468
RESERVE OIL SUB,Greater Fresno,Hanford,FRESNO,PGE,1,exact,100.0,RESERVE OIL,RESERVE OIL,12.0,36.27603890498239,-119.65340386371432
RICHMOND Q SUB,Greater Bay Area,Richmond,EAST BAY,PGE,2,fuzzy,90.0,RICHMOND R,RICHMOND R,12.0,37.92625133438892,-122.36966637516512
RICHMOND R SUB,Greater Bay Area,El Cerrito; Richmond; Rollingwood; San Pablo,EAST BAY,PGE,5,exact,100.0,RICHMOND R,RICHMOND R,12.0,37.92625133438892,-122.36966637516512
RIDGE SUB,Greater Bay Area,Berkeley,EAST BAY,PGE,1,exact,100.0,RIDGE,RIDGE,4.16,37.88486073895271,-122.25488061856642
RINCON SUB,North Coast/North Bay,Santa Rosa,NORTH COAST,PGE,1,exact,100.0,RINCON,RINCON,12.0,38.49018866904616,-122.66602642884762
RIO BRAVO (FRESNO) SUB,Greater Fresno,Fresno County,FRESNO,nonPGE,1,unmatched,0.0,,,,,
RIO BRAVO (ROCKLIN),Sierra,Lincoln,SIERRA,nonPGE,1,unmatched,0.0,,,,,
RIO DELL SUB,Humboldt,Rio Dell,HUMBOLDT,PGE,1,exact,100.0,RIO DELL,RIO DELL,12.0,40.495345252516735,-124.09933588858924
RIO OSO SUB,Sierra,Rio Oso,SIERRA,PGE,1,unmatched,0.0,,,,,
RIPON SUB,Stockton,Manteca; Ripon,STOCKTON,PGE,2,exact,100.0,RIPON,RIPON,17.0,37.75576421896199,-121.14626329694828
RIVER BANK JCT SW STATION,Stockton,Stanislaus County,YOSEMITE,PGE,1,unmatched,0.0,,,,,
RIVER OAKS SUB,Greater Bay Area,San Jose,SAN JOSE,PGE,1,exact,100.0,RIVER OAKS,RIVER OAKS,21.0,37.41128179639234,-121.92707411842656
RIVER ROCK SUB,Greater Fresno,Fresno,FRESNO,PGE,1,unmatched,0.0,,,,,
RIVERBANK SUB,Stockton,East Oakdale; Escalon; Farmington; Oakdale; Riverbank,YOSEMITE,PGE,5,exact,100.0,RIVERBANK,RIVERBANK,17.0,37.76887583084935,-120.90778635201956
ROB ROY SUB,Greater Bay Area,Watsonville,CENTRAL COAST,PGE,1,exact,100.0,ROB ROY,ROB ROY,21.0,36.97944444856634,-121.86712902180676
ROBLES SUB,Greater Bay Area,Alamo,DIABLO,PGE,1,unmatched,0.0,,,,,
ROCK CREEK PH,Sierra,Belden,NORTH VALLEY,PGE,1,unmatched,0.0,,,,,
ROCKLIN SUB,Sierra,Loomis; Rocklin; Roseville,SIERRA,PGE,3,exact,100.0,ROCKLIN,ROCKLIN,12.0,38.7878362079499,-121.2316984669296
ROSEDALE SUB,Kern,Bakersfield; Oildale,KERN,PGE,2,exact,100.0,ROSEDALE,ROSEDALE,12.0,35.377501694340864,-119.07758922783194
ROSSMOOR SUB,Greater Bay Area,Alamo; Lafayette; Moraga; Walnut Creek,DIABLO,PGE,4,exact,100.0,ROSSMOOR,ROSSMOOR,12.0,37.86479574223729,-122.0809458485731
RUCKER SUB,Greater Bay Area,Gilroy,SAN JOSE,PGE,1,unmatched,0.0,,,,,
RUSS RANCH SUB,Humboldt,Blue Lake,HUMBOLDT,PGE,1,unmatched,0.0,,,,,
RUSSELL SUB,Greater Bay Area,Berkeley; Oakland,EAST BAY,nonPGE,2,exact,100.0,RUSSELL,RUSSELL,4.16,37.85452448999599,-122.27989615948655
SAFEWAY SUB,Stockton,Tracy,STOCKTON,nonPGE,1,unmatched,0.0,,,,,
SALADO SUB,Stockton,Patterson,YOSEMITE,PGE,1,unmatched,0.0,,,,,
SALINAS SUB,Greater Bay Area,Salinas,CENTRAL COAST,PGE,1,exact,100.0,SALINAS,SALINAS,12.0,36.68286418701568,-121.651172576963
SALMON CREEK SUB,North Coast/North Bay,Bodega Bay,NORTH COAST,PGE,1,exact,100.0,SALMON CREEK,SALMON CREEK,12.0,38.343512395969725,-123.04470594130596
SAN ANDREAS SUB,Greater Bay Area,Millbrae,PENINSULA,PGE,1,unmatched,0.0,,,,,
SAN ANSELMO SUB,North Coast/North Bay,San Anselmo,NORTH BAY,PGE,1,unmatched,0.0,,,,,
SAN BENITO SUB,Greater Bay Area,Moss Landing,CENTRAL COAST,PGE,1,exact,100.0,SAN BENITO,SAN BENITO,21.0,36.86860625244168,-121.54942913233612
SAN BRUNO SUB,Greater Bay Area,San Bruno,PENINSULA,PGE,1,exact,100.0,SAN BRUNO,SAN BRUNO,4.16,37.62096289057508,-122.42531311330475
SAN CARLOS SUB,Greater Bay Area,Emerald Lake Hills; Redwood City; San Carlos,PENINSULA,PGE,3,exact,100.0,SAN CARLOS,SAN CARLOS,12.0,37.49925681676064,-122.2433672056333
SAN EMIDIO JUNCTION SUB,Kern,Kern County,KERN,PGE,1,unmatched,0.0,,,,,
SAN FRAN A (POTRERO PP) SUB,Greater Bay Area,San Francisco,SAN FRANCISCO,PGE,2,unmatched,0.0,,,,,
SAN FRAN AIRPORT SUB,Greater Bay Area,San Bruno,PENINSULA,PGE,1,unmatched,0.0,,,,,
SAN FRAN E SUB,Greater Bay Area,San Francisco,SAN FRANCISCO,PGE,1,unmatched,0.0,,,,,
SAN FRAN F (MARINA) SUB,Greater Bay Area,San Francisco,SAN FRANCISCO,PGE,1,unmatched,0.0,,,,,
SAN FRAN G SUB,Greater Bay Area,San Francisco,SAN FRANCISCO,PGE,1,unmatched,0.0,,,,,
SAN FRAN H (MARTIN) SUB,Greater Bay Area,Brisbane; Daly City; San Francisco,PENINSULA,PGE,3,fuzzy,75.0,SF H (MARTIN),SF H (MARTIN),12.0,37.70424294017619,-122.40919513249818
SAN FRAN I SUB,Greater Bay Area,San Francisco,SAN FRANCISCO,PGE,1,unmatched,0.0,,,,,
SAN FRAN J SUB,Greater Bay Area,San Francisco,SAN FRANCISCO,PGE,1,unmatched,0.0,,,,,
SAN FRAN K SUB,Greater Bay Area,San Francisco,SAN FRANCISCO,PGE,1,unmatched,0.0,,,,,
SAN FRAN L SUB,Greater Bay Area,San Francisco,SAN FRANCISCO,PGE,1,unmatched,0.0,,,,,
SAN FRAN M SUB,Greater Bay Area,San Francisco,SAN FRANCISCO,PGE,1,unmatched,0.0,,,,,
SAN FRAN N SUB,Greater Bay Area,San Francisco,SAN FRANCISCO,PGE,1,unmatched,0.0,,,,,
SAN FRAN P(HUNTERS POINT) SUB,Greater Bay Area,San Francisco,SAN FRANCISCO,PGE,1,fuzzy,75.55555555555556,SF P (HUNTERS POINT),SF P (HUNTERS POINT),12.0,37.737055022315424,-122.37748705304148
SAN FRAN W (BAYSHORE) SUB,Greater Bay Area,San Francisco,SAN FRANCISCO,PGE,1,unmatched,0.0,,,,,
SAN FRAN X (MISSION) SUB,Greater Bay Area,San Francisco,SAN FRANCISCO,PGE,1,fuzzy,76.47058823529412,SF X (MISSION),SF X (MISSION),12.0,37.77752693688508,-122.41435930467767
SAN FRAN Y (LARKIN) SUB,Greater Bay Area,San Francisco,SAN FRANCISCO,PGE,1,unmatched,0.0,,,,,
SAN FRAN Z (EMBARCADERO) SUB,Greater Bay Area,San Francisco,SAN FRANCISCO,PGE,1,unmatched,0.0,,,,,
SAN JOAQUIN JCT SUB,Greater Fresno,Fresno County,FRESNO,PGE,1,fuzzy,84.61538461538461,SAN JOAQUIN,SAN JOAQUIN,12.0,36.62114126800271,-120.17810289515532
SAN JOAQUIN SUB,Greater Fresno,San Joaquin; Tranquillity,FRESNO,PGE,2,exact,100.0,SAN JOAQUIN,SAN JOAQUIN,12.0,36.62114126800271,-120.17810289515532
SAN JOSE A SUB,Greater Bay Area,Buena Vista; Burbank; San Jose; Sunol-Midtown,SAN JOSE,PGE,4,exact,100.0,SAN JOSE A,SAN JOSE A,4.16,37.328168501922605,-121.90253619243413
SAN JOSE B SUB,Greater Bay Area,Buena Vista; Burbank; San Jose,SAN JOSE,PGE,3,exact,100.0,SAN JOSE B,SAN JOSE B,12.0,37.34102949703376,-121.901895980367
SAN LEANDRO U SUB,Greater Bay Area,Ashland; Castro Valley; Cherryland; Oakland; San Leandro; San Lorenzo,MISSION,PGE,6,exact,100.0,SAN LEANDRO U,SAN LEANDRO U,12.0,37.710671483216295,-122.14868122906188
SAN LORENZO SUB,Greater Bay Area,San Lorenzo,MISSION,PGE,1,unmatched,0.0,,,,,
SAN LUIS #3 SUB,Greater Fresno,Los Banos,YOSEMITE,PGE,1,unmatched,0.0,,,,,
SAN LUIS #5 SUB,Greater Fresno,Los Banos,YOSEMITE,PGE,1,unmatched,0.0,,,,,
SAN MARTIN SUB,Greater Bay Area,San Martin,SAN JOSE,PGE,1,fuzzy,76.19047619047619,SANTA MARIA,SANTA MARIA,12.0,34.95030148149897,-120.44405177080088
SAN MATEO SUB,Greater Bay Area,Burlingame; Foster City; Hillsborough; San Mateo,PENINSULA,PGE,4,exact,100.0,SAN MATEO,SAN MATEO,21.0,37.58173090782904,-122.31998566182828
SAN PABLO SUB,Greater Bay Area,El Sobrante; Pinole; Richmond; Rollingwood; San Pablo,EAST BAY,PGE,5,exact,100.0,SAN PABLO,SAN PABLO,12.0,37.98592857019798,-122.33656746665152
SAN RAFAEL SUB,North Coast/North Bay,Fairfax; Kentfield; Larkspur; Ross; San Anselmo; San Rafael; Santa Venetia,NORTH BAY,PGE,7,exact,100.0,SAN RAFAEL,SAN RAFAEL,12.0,37.97034817117299,-122.5268270651713
SAN RAMON SUB,Greater Bay Area,Alamo; Castro Valley; Danville; Dublin; Pleasanton; San Ramon,MISSION,PGE,6,exact,100.0,SAN RAMON,SAN RAMON,21.0,37.74487564264759,-121.93673033346126
SANBORN JCT,Greater Bay Area,Salinas,CENTRAL COAST,PGE,1,unmatched,0.0,,,,,
SAND CREEK SUB,Greater Fresno,Squaw Valley,FRESNO,PGE,1,exact,100.0,SAND CREEK,SAND CREEK,12.0,36.64397666926381,-119.15978031526912
SAND DRAG PV SOLAR SUB,Greater Fresno,Avenal,FRESNO,nonPGE,1,unmatched,0.0,,,,,
SANGER SUB,Greater Fresno,Del Rey; Fresno; Kingsburg; Sanger,FRESNO,PGE,4,exact,100.0,SANGER,SANGER,12.0,36.70772235449084,-119.61086419533504
SANTA FE-KERN RIVER SUB,Kern,Kern County,KERN,nonPGE,1,unmatched,0.0,,,,,
SANTA NELLA SUB,Greater Fresno,Santa Nella,YOSEMITE,PGE,1,exact,100.0,SANTA NELLA,SANTA NELLA,12.0,37.08567509415812,-121.01318384348406
SANTA RITA SUB,Greater Fresno,Dos Palos,YOSEMITE,PGE,1,exact,100.0,SANTA RITA,SANTA RITA,12.0,37.05503123485525,-120.63408256251265
SANTA ROSA A SUB,North Coast/North Bay,Roseland; Santa Rosa,NORTH COAST,PGE,2,exact,100.0,SANTA ROSA A,SANTA ROSA A,12.0,38.43690591996298,-122.71335000873452
SANTA ROSA B SUB,North Coast/North Bay,Santa Rosa,NORTH COAST,PGE,1,fuzzy,91.66666666666666,SANTA ROSA A,SANTA ROSA A,12.0,38.43690591996298,-122.71335000873452
SANTA TERESA SUB,Greater Bay Area,San Jose,SAN JOSE,PGE,1,exact,100.0,SANTA TERESA,SANTA TERESA,21.0,37.238496970450434,-121.79054338190755
SARANAP SUB,Greater Bay Area,Walnut Creek,DIABLO,PGE,1,exact,100.0,SARANAP,SARANAP,4.16,37.8949912204196,-122.07469961303588
SARATOGA SUB,Greater Bay Area,Campbell; Cupertino; Los Gatos; Monte Sereno; San Jose; Saratoga,DE ANZA,PGE,6,exact,100.0,SARATOGA,SARATOGA,12.0,37.28110735135594,-122.015662147593
SAUSALITO SUB,North Coast/North Bay,Sausalito; Tamalpais-Homestead Valley,NORTH BAY,PGE,2,exact,100.0,SAUSALITO,SAUSALITO,12.0,37.8633472927428,-122.4989921967848
SAXON CREEK SUB,Greater Fresno,Madera County,FRESNO,nonPGE,1,fuzzy,86.95652173913044,SALMON CREEK,SALMON CREEK,12.0,38.343512395969725,-123.04470594130596
SC JOHNSON WAX SUB,Greater Fresno,Fresno County,FRESNO,nonPGE,1,unmatched,0.0,,,,,
SCHINDLER SUB,Greater Fresno,Five Points,FRESNO,PGE,1,exact,100.0,SCHINDLER,SCHINDLER,12.0,36.401932506462806,-120.13844397559691
SCHULTE SWITCHING STATION,Stockton,N/A,STOCKTON,PGE,1,unmatched,0.0,,,,,
SEMINARY SUB,Greater Bay Area,Oakland,EAST BAY,PGE,1,unmatched,0.0,,,,,
SENTER SUB,Greater Bay Area,San Jose,SAN JOSE,PGE,1,unmatched,0.0,,,,,
SERRAMONTE SUB,Greater Bay Area,Daly City; Pacifica; San Bruno; South San Francisco,PENINSULA,PGE,4,exact,100.0,SERRAMONTE,SERRAMONTE,12.0,37.65081882661072,-122.45407076888073
SHADY GLEN SUB,Sierra,Colfax,SIERRA,PGE,1,exact,100.0,SHADY GLEN,SHADY GLEN,12.0,39.115253699631616,-120.95381821842112
SHARON PRISON SUB,Greater Fresno,Madera County,FRESNO,PGE,1,unmatched,0.0,,,,,
SHEPHERD SUB,Greater Fresno,Clovis,FRESNO,PGE,1,exact,100.0,SHEPHERD,SHEPHERD,21.0,36.87266718173742,-119.69451127750511
SHINGLE SPRINGS SUB,Sierra,Cameron Park; Shingle Springs,SIERRA,PGE,2,exact,100.0,SHINGLE SPRINGS,SHINGLE SPRINGS,12.0,38.6594107880625,-120.94678677552162
SHORE ACRES BANK SUB,Greater Bay Area,Bay Point,DIABLO,nonPGE,1,unmatched,0.0,,,,,
SHREDDER SUB,Greater Bay Area,Redwood City,PENINSULA,PGE,1,unmatched,0.0,,,,,
SIERRA PACIFIC (LINCOLN),Sierra,Lincoln,SIERRA,nonPGE,1,unmatched,0.0,,,,,
SIERRA PACIFIC INDUSTRIES CHINESE STATION SUB,Stockton,Stanislaus County,YOSEMITE,nonPGE,1,unmatched,0.0,,,,,
SIERRA PACIFIC LUMBER,Humboldt,Humboldt County,HUMBOLDT,nonPGE,1,unmatched,0.0,,,,,
SIERRA PINE SUB,Sierra,Loomis,SIERRA,nonPGE,1,unmatched,0.0,,,,,
SIERRA ULTRA CHINESE STATION SUB,Stockton,Stanislaus County,YOSEMITE,nonPGE,1,unmatched,0.0,,,,,
SILVER (AVENUE) SUB,Greater Bay Area,San Francisco,SAN FRANCISCO,PGE,1,unmatched,0.0,,,,,
SILVERADO SUB,North Coast/North Bay,Angwin; Deer Park; St. Helena,NORTH BAY,PGE,3,exact,100.0,SILVERADO,SILVERADO,21.0,38.49997654207099,-122.45894388782744
SIMPSON HUMBOLDT,Humboldt,Fairhaven,HUMBOLDT,nonPGE,1,unmatched,0.0,,,,,
SIMPSON-KORBEL (BLUE LAKE),Humboldt,Humboldt County,HUMBOLDT,nonPGE,1,unmatched,0.0,,,,,
SINCLAIR SUB,Greater Bay Area,Concord,DIABLO,PGE,1,unmatched,0.0,,,,,
SIXTH AVE SUB,Greater Bay Area,San Francisco,SAN FRANCISCO,PGE,1,unmatched,0.0,,,,,
SJ NO.1A PH SUB,Greater Fresno,Madera County,FRESNO,PGE,1,unmatched,0.0,,,,,
SJ NO.2 PH SUB,Greater Fresno,Madera County,FRESNO,PGE,1,unmatched,0.0,,,,,
SJ NO.3 PH SUB,Greater Fresno,Madera County,FRESNO,PGE,1,unmatched,0.0,,,,,
SJVE EL NIDO SUB,Greater Fresno,Merced County,FRESNO,nonPGE,1,unmatched,0.0,,,,,
SKAGGS ISLAND SUB,North Coast/North Bay,Skaggs Island,NORTH BAY,PGE,1,unmatched,0.0,,,,,
SMARTVILLE SUB,Sierra,Smartville,SIERRA,PGE,1,exact,100.0,SMARTVILLE,SMARTVILLE,12.0,39.20859431679137,-121.30260526619712
SNEATH LANE SUB,Greater Bay Area,Daly City; Pacifica; San Bruno; South San Francisco,PENINSULA,PGE,4,exact,100.0,SNEATH LANE,SNEATH LANE,12.0,37.62198851913939,-122.44686234566812
SOBRANTE SUB,Greater Bay Area,Lafayette; Orinda,DIABLO,PGE,2,exact,100.0,SOBRANTE,SOBRANTE,12.0,37.90535027631521,-122.20813319872327
SOLANO SUB,Greater Bay Area,Albany; Berkeley,EAST BAY,PGE,2,exact,100.0,SOLANO,SOLANO,4.16,37.89093964397114,-122.29229298057712
SOLEDAD JCT,Greater Bay Area,,CENTRAL COAST,PGE,1,fuzzy,77.77777777777779,SOLEDAD,SOLEDAD,21.0,36.42977626821583,-121.3324241495369
SOLEDAD SUB,Greater Bay Area,Soledad,CENTRAL COAST,PGE,1,exact,100.0,SOLEDAD,SOLEDAD,21.0,36.42977626821583,-121.3324241495369
SONOMA A SUB,North Coast/North Bay,Boyes Hot Springs; El Verano; Fetters Hot Springs-Agua Caliente; Sonoma; Temelec,NORTH COAST,PGE,5,fuzzy,85.71428571428572,SONOMA,SONOMA,12.0,38.27657572900672,-122.46207109995244
SOTO SUB,Greater Bay Area,Cherryland; Hayward,MISSION,PGE,2,exact,100.0,SOTO,SOTO,4.16,37.66853088274776,-122.08545486907524
SOUTH KERN SOLAR SUB,Kern,Maricopa,KERN,nonPGE,1,unmatched,0.0,,,,,
SPAULDING PH #1 SUB,Sierra,Truckee,SIERRA,PGE,1,fuzzy,75.0,SPAULDING,SPAULDING,12.0,39.32583317195124,-120.643761373542
SPENCE SUB,Greater Bay Area,Salinas,CENTRAL COAST,PGE,1,exact,100.0,SPENCE,SPENCE,12.0,36.61397731072983,-121.56666763878204
SPRING GAP PH SUB,Stockton,Tuolumne County,YOSEMITE,PGE,1,fuzzy,86.95652173913044,SPRING GAP,SPRING GAP,17.0,38.186423435629614,-120.111394105077
SPRUCE SUB,Greater Bay Area,Berkeley; Kensington,EAST BAY,PGE,2,unmatched,0.0,,,,,
SRI SUB,Greater Bay Area,Menlo Park,PENINSULA,PGE,1,unmatched,0.0,,,,,
STAFFORD SUB,North Coast/North Bay,Novato,NORTH BAY,PGE,1,exact,100.0,STAFFORD,STAFFORD,12.0,38.12001877968342,-122.61391256045738
STAGG SUB,Stockton,Country Club; Lincoln Village; Stockton,STOCKTON,PGE,3,exact,100.0,STAGG,STAGG,21.0,37.99168060969362,-121.34788419136744
STANISLAUS CO. RESOURCE RECOVERY,Stockton,Stanislaus County,YOSEMITE,nonPGE,1,unmatched,0.0,,,,,
STANISLAUS PH SUB,Stockton,Arnold; Avery; Forest Meadows; Murphys,STOCKTON,PGE,5,fuzzy,86.95652173913044,STANISLAUS,STANISLAUS,17.0,38.14006225541333,-120.36971689458166
STARWOOD POWER MIDWAY LLC SUB,Greater Fresno,Fresno County,FRESNO,nonPGE,1,unmatched,0.0,,,,,
STATION MA SUB,Greater Bay Area,Millbrae,PENINSULA,nonPGE,1,unmatched,0.0,,,,,
STAUFFER SUB,Greater Bay Area,Martinez,DIABLO,PGE,1,fuzzy,75.0,STAFFORD,STAFFORD,12.0,38.12001877968342,-122.61391256045738
STELLING SUB,Greater Bay Area,Cupertino; Los Altos; Loyola; Mountain View; San Jose; Sunnyvale,DE ANZA,PGE,6,exact,100.0,STELLING,STELLING,12.0,37.33589708085293,-122.04301499076
STOCKDALE SUB,Kern,Bakersfield,KERN,PGE,1,exact,100.0,STOCKDALE,STOCKDALE,12.0,35.31647157909954,-119.06802793721036
STONE CORRAL SUB,Greater Fresno,Squaw Valley,FRESNO,PGE,1,exact,100.0,STONE CORRAL,STONE CORRAL,12.0,36.4725997946069,-119.18808580526532
STONE SUB,Greater Bay Area,San Jose,SAN JOSE,PGE,1,exact,100.0,STONE,STONE,12.0,37.30430354718722,-121.8681773963203
STONY POINT SUB,North Coast/North Bay,Roseland,NORTH COAST,nonPGE,1,fuzzy,76.19047619047619,WEST POINT,WEST POINT,12.0,38.42091643492973,-120.5488378291623
STOREY SUB,Greater Fresno,Bonadelle Ranchos-Madera Ranchos; Madera; Madera Acres; Parksdale,YOSEMITE,PGE,4,exact,100.0,STOREY,STOREY,12.0,36.98320145592562,-120.03348454940144
STROUD SUB,Greater Fresno,Helm,FRESNO,PGE,1,exact,100.0,STROUD,STROUD,12.0,36.53114916455339,-120.10431099777811
STUART SUB,Greater Bay Area,Berkeley; Oakland,EAST BAY,PGE,2,exact,100.0,STUART,STUART,4.16,37.857984085569285,-122.26844071173984
SULLIVAN SUB,Greater Bay Area,Broadmoor; Daly City,PENINSULA,PGE,2,exact,100.0,SULLIVAN,SULLIVAN,4.16,37.68724547633245,-122.4717637101012
SUMMIT SUB (PG&E),Sierra,Placer County,SIERRA,PGE,1,unmatched,0.0,,,,,
SUN CITY PV SOLAR SUB,Greater Fresno,Avenal,FRESNO,nonPGE,1,unmatched,0.0,,,,,
SUN MAID SUB,Greater Fresno,Fresno County,FRESNO,nonPGE,1,unmatched,0.0,,,,,
SUNOL SUB,Greater Bay Area,Fremont; Pleasanton; Sunol,MISSION,PGE,3,exact,100.0,SUNOL,SUNOL,12.0,37.58689135859106,-121.86962721571362
SWIFT SUB,Greater Bay Area,San Jose,SAN JOSE,PGE,1,exact,100.0,SWIFT,SWIFT,21.0,37.322704670725145,-121.79709909967092
TAMARAK SUB,Sierra,Placer County,SIERRA,PGE,1,fuzzy,93.33333333333333,TAMARACK,TAMARACK,12.0,39.31400206641118,-120.49620864570748
TAR FLAT SUB,Stockton,Sonora,YOSEMITE,PGE,1,exact,100.0,TAR FLAT,TAR FLAT,4.16,37.98475497824085,-120.37980694800358
TARAVAL SUB,Greater Bay Area,San Francisco,SAN FRANCISCO,PGE,1,exact,100.0,TARAVAL,TARAVAL,4.16,37.74199971120542,-122.49319808254324
TASSAJARA SUB,Greater Bay Area,Alamo; Blackhawk-Camino Tassajara; Danville; Diablo; San Ramon; Walnut Creek,DIABLO,PGE,6,exact,100.0,TASSAJARA,TASSAJARA,21.0,37.80025073342344,-121.90788099393204
